When was Elizabethtown College first opened?,1899,1,Etown was first opened in 1899.,1,2,3,4,5,6,7,8,9,10,11,12,13,Elizabethtown College was first opened in 1899.
Are there TA's at Elizabethtown College?,"No, but some classes have multiple professors",10,,,,,,,,,,,,,,,
How do I get help if I am struggling at Elizabethtown College?,"There are tutoring opportunites, office hours, and learning help offered for free ",10,,,,,,,,,,,,,,,
How often are collaborative work or group presentations required?,There is almost always group work in every class,15,,,,,,,,,,,,,,,
Does your major require an independent study or capstone project ?,"Most majors require an signature learning experience to gradtuate, an internship counts as one of these. ",8,,,,,,,,,,,,,,,
Are professors available for research with students?,"Yes, ask porfessors individually, more information at https://www.Elizabethtown College.edu/academics/sle-research.aspx",10,,,,,,,,,,,,,,,
Is it popular to study abroad?,"For more information on this, check out: https://www.Elizabethtown College.edu/offices/study-abroad/",17,,,,,,,,,,,,,,,
What's it like to be a first-year student here?,Very comforting and welcoming,13,,,,,,,,,,,,,,,
What is there to do on the weekends?,"For more information on this, check out: https://www.Elizabethtown College.edu/blog/what-to-do-on-weekends.aspx",13,,,,,,,,,,,,,,,
What's a typical day like?,"A typical day envolves going to class, the gym, and then homework and hanging out with friends",13,,,,,,,,,,,,,,,
What is the food like at Elizabethtown College?,The food is good and offers multiple dining areas,19,,,,,,,,,,,,,,,
How are the dorms?,There are many dorms and senior living choices,20,,,,,,,,,,,,,,,
What are the dorms like?,There are many dorms and senior living choices,20,,,,,,,,,,,,,,,
Is the food good at Elizabethtown College?,The food is good and offers multiple dining areas,19,,,,,,,,,,,,,,,
What is the food like at Elizabethtown College?,The food is good and offers multiple dining areas,19,,,,,,,,,,,,,,,
Do most students live on-campus?,29% of the students live in college-owned housing,20,,,,,,,,,,,,,,,
How many students live on campus?,71% of the students live in college-owned housing,20,,,,,,,,,,,,,,,
Which clubs and student organizations are popular?,"There are many popular clubs, math clubs is very popular",27,,,,,,,,,,,,,,,
How is the WiFi at Elizabethtown College?,The wifi is very strong,26,,,,,,,,,,,,,,,
Is their a lot of school spirit?,Yes there is some decent school spirit,18,,,,,,,,,,,,,,,
Are their shuttes anywhere?,No there are no shuttles,22,,,,,,,,,,,,,,,
How do you find internships?,Go talk to career services or visit https://www.etown.edu/offices/career/internships.aspx,22,,,,,,,,,,,,,,,
What is the graduation rate?,74.10%,23,,,,,,,,,,,,,,,
What is the job rate after graduation?,"For more information on this, check out: https://www.etown.edu/admissions/outcomes.aspx",22,,,,,,,,,,,,,,,
When is graduation?,14-May,23,,,,,,,,,,,,,,,
What is the job rate within 6 months of graduation?,"For more information on this, check out: https://www.etown.edu/admissions/outcomes.aspx",22,,,,,,,,,,,,,,,
Does Elizabethtown College have engineering?,Yes,8,,,,,,,,,,,,,,,
What accreditations does Elizabethtown College have?,"For more information on this, check out: https://www.etown.edu/offices/institutional-research/accreditations.aspx",24,,,,,,,,,,,,,,,
Does Elizabethtown College have accreditations?,"For more information on this, check out: https://www.etown.edu/offices/institutional-research/accreditations.aspx",24,,,,,,,,,,,,,,,
Is Elizabethtown College an accredited College?,"For more information on this, check out: https://www.etown.edu/offices/institutional-research/accreditations.aspx",24,,,,,,,,,,,,,,,
Is Elizabethtown College accredited?,"For more information on this, check out: https://www.etown.edu/offices/institutional-research/accreditations.aspx",24,,,,,,,,,,,,,,,
Is there a co-op program?,Yes there are co-op programs,22,,,,,,,,,,,,,,,
Does Elizabethtown College have a co-op program?,Yes there are co-op programs,22,,,,,,,,,,,,,,,
Does Elizabethtown College have security?,"Yes, a private company",25,,,,,,,,,,,,,,,
What is the average class size?,Most students do not double major,9,,,,,,,,,,,,,,,
Do most studetns double major?,Most are 4 credits but some classes are less.,8,,,,,,,,,,,,,,,
Is it popular to double major?,Yes it is popular ot double major. A lot of classes overlap between two majors.,8,,,,,,,,,,,,,,,
What year was Elizabethown College founded?,1899,1,,,,,,,,,,,,,,,
What is the address of Elizabethtown College?,"1 Alpha Dr, Elizabethtown, PA 17022",1,,,,,,,,,,,,,,,
Is Elizabethtown College a good school?,"Elizabethtown College's ranking in the 2022 edition of Best Colleges is National Liberal Arts Colleges, #117",24,,,,,,,,,,,,,,,
Who is the president of Elizabethtown College?,Carl J. Strikwerda,1,,,,,,,,,,,,,,,
How many credits do you need to graduate Elizabethtown College?,125 credits,23,"To graduate Etown, you need to have completed 125 credits",,,,,,,,,,,,,,"To graduate Elizabethtown College, you need to have completed 125 credits"
How many credits is a class at Elizabethtown College?,Most are 4 credits but some classes are less.,23,You need 125 credits to graduate Etown,,,,,,,,,,,,,,You need 125 credits to graduate Elizabethtown College
How diverse is Elizabethtown College?,"For more information on this, check out: https://www.collegefactual.com/colleges/elizabethtown-college/student-life/diversity/",18,,,,,,,,,,,,,,,
What is the diversity rate at Elizabethtown College?,"For more information on this, check out: https://www.collegefactual.com/colleges/elizabethtown-college/student-life/diversity/",18,,,,,,,,,,,,,,,
What is the student to faculty ratio?,12:01,9,,,,,,,,,,,,,,,
What is the faculty to studemt ration?,1:12,9,,,,,,,,,,,,,,,
What is the student to faculty ratio at Elizabethtown College?,12:01,9,,,,,,,,,,,,,,,
Is Elizabethtown College public or prviate?,private,1,,,,,,,,,,,,,,,
Is Elizabethtown College a public or private school?,private,1,,,,,,,,,,,,,,,
What is the avergae SAT score for Elizabethtown College?,"Reading and Writing 540-640, Math 540-640",26,,,,,,,,,,,,,,,
What is the avergae ACT score for Elizabethtown College?,"Reading and Writing 540-640, Math 540-640",26,,,,,,,,,,,,,,,
Does Elizabethtown College have a masters program?,Yes there is a 4+1 Masters program,9,,,,,,,,,,,,,,,
Are their masters programs at Elizabethtown College?,Yes there is a 4+1 Masters program,9,,,,,,,,,,,,,,,
What is the drop out rate at Elizabethtown College?,28.3% ,26,Etown's drop out rate is 28.3%,,,,,,,,,,,,,,Elizabethtown College's drop out rate is 28.3%
What is the transfer rate at Elizabethtown College?,"For more information on this, check out: https://www.campusreel.org/how-to-transfer-colleges/elizabethtown-college-transfer-requirements#:~:text=What%20is%20Elizabethtown%20College's%20transfer,for%20Elizabethtown%20College%20is%2052.05%25.",26,The drop out rate at Etown is 28.3%,,,,,,,,,,,,,,The drop out rate at Elizabethtown College is 28.3%
What is the boy to girl ration at Elizabethtown College,39% male students and 61% female ,26,,,,,,,,,,,,,,,
How many boys go to Elizabethtown College,39% male students and 61% female ,26,,,,,,,,,,,,,,,
How many girls go to Elizabethtown College,39% male students and 61% female ,26,,,,,,,,,,,,,,,
What is the best thing about Etown?,There are many dorms and senior living choices,26,,,,,,,,,,,,,,,
What is the best food at Etown?,The cafeteria cookies are the best,18,,,,,,,,,,,,,,,
Is Etown safe?,Yes Etown is very safe and has campus security,25,Etown is a very safe school,,,,,,,,,,,,,,Elizabethtown College is a very safe school
How do you get around Etown?,It is a small school so walking is very quick and an easy means of transportation,18,Freshman can have cars on campus at Etown,,,,,,,,,,,,,,Freshman can have cars on campus at Elizabethtown College
Can first years have cars at Etown?,Yes they can,18,Etown freshman can have cars on campus,,,,,,,,,,,,,,Elizabethtown College freshman can have cars on campus
Can freshman have a car at Etown?,100 dollars,18,It only cost $100 a year to have a car on campus at Etown,,,,,,,,,,,,,,It only cost $100 a year to have a car on campus at Elizabethtown College
Can I have a car on campus at Etown?,Yes at any year you can have a car on campus,18,It only cost $50 a semester to have a car on campus at Etown,,,,,,,,,,,,,,It only cost $50 a semester to have a car on campus at Elizabethtown College
How much does it cost to park at Etown per year?,100 dollars a year,18,"At Etown, It only cost $100 a year to have a car on campus",,,,,,,,,,,,,,"At Elizabethtown College, It only cost $100 a year to have a car on campus"
How much does it cost to park at Etown per semester?,50 dollars a semester ,18,"At Etown, it only cost $50 a semester to have a car on campus ",,,,,,,,,,,,,,"At Elizabethtown College, it only cost $50 a semester to have a car on campus "
is laundry free at Etown?,it is free to do laundry,18,Etown offers free laundry in the dorms,,,,,,,,,,,,,,Elizabethtown College offers free laundry in the dorms
How much does it cost to do laundry at Etown?,it is free to do laundry,18,Laundry is free in Etown dorms,,,,,,,,,,,,,,Laundry is free in Elizabethtown College dorms
Where can you do laundry at Etown?,You can do laudnry in any of the community dorms,18,The average gpa at Etown is 3.5,,,,,,,,,,,,,,The average gpa at Elizabethtown College is 3.5
What is Etowns average GPA at Etown?,3.5,26,Etown has an average gpa of 3.5,,,,,,,,,,,,,,Elizabethtown College has an average gpa of 3.5
What are the average grade point average at Etown?,3.5,26,the average grade point average at Etown is 3.5,,,,,,,,,,,,,,the average grade point average at Elizabethtown College is 3.5
What is the average GPA?,3.5,26,Etown has an average average grade point of 3.5,,,,,,,,,,,,,,Elizabethtown College has an average average grade point of 3.5
Does Etown accept high school credits?,Yes they do accept high school credits,16,Etown accepts high school credits ,,,,,,,,,,,,,,Elizabethtown College accepts high school credits 
If I have high school credits can they tranfer to Etown?,Yes they do accept transer credits,16,High school credits are accepted at Etwon,,,,,,,,,,,,,,High school credits are accepted at Etwon
Will my credits transfer to Etown?,Yes they do transfer high school credits,16,Transfer credits are accepted at Etown,,,,,,,,,,,,,,Transfer credits are accepted at Elizabethtown College
Will my high school credits transfer to Etown?,Yes they do transfer high school credits,16,Etown accepts transfer credits,,,,,,,,,,,,,,Elizabethtown College accepts transfer credits
Do I need to declare a major right away?,No you can go as undecided,8,Etown lets students be undecided in terms of a major,,,,,,,,,,,,,,Elizabethtown College lets students be undecided in terms of a major
What if I do not know what I want to major in at Etown?,You can be undecided at Etown,8,Students can be undecided in terms of a major at Etown,,,,,,,,,,,,,,Students can be undecided in terms of a major at Elizabethtown College
Is there a lot of group work in classes?,Yes there is a lot of group work,15,There is group work at Etown,,,,,,,,,,,,,,There is group work at Elizabethtown College
Is all the classes run without group work?,Yes there is a lot of group work,15,There is group projects at Etown,,,,,,,,,,,,,,There is group projects at Elizabethtown College
Will their be group work in my classes?,Yes there is a lot of group work,15,Etown has a lot of group work,,,,,,,,,,,,,,Elizabethtown College has a lot of group work
What are the primary teaching methods?,There is a lot of lectures and group work,9,Group projects are populat at Etown,,,,,,,,,,,,,,Group projects are populat at Elizabethtown College
What are the teaching methods at Etown?,There is a lot of lectures and group work,9,Etown has zero greek life,,,,,,,,,,,,,,Elizabethtown College has zero greek life
Is their greek life at Etown?,No greek life at Etown,7,Etown does offer early decision,,,,,,,,,,,,,,Elizabethtown College does offer early decision
Can I apply early decision or early action at Etown?,Yes you can do early action or early decision,26,You can apply to Etown as early decision,,,,,,,,,,,,,,You can apply to Elizabethtown College as early decision
Does Etown have early action or early decision?,Yes you can do early action or early decision,26,Etown does offer early action,,,,,,,,,,,,,,Elizabethtown College does offer early action
Does Etow have early action?,Yes there is do early action ,26,You can apply to Etown as early action,,,,,,,,,,,,,,You can apply to Elizabethtown College as early action
does Etown have early decision?,Yes there is do early decision ,26,,,,,,,,,,,,,,,
What percentage of students get financial aid ,Over 90%,5,Over 90% of students receive financial aid at Etown,,,,,,,,,,,,,,Over 90% of students receive financial aid at Elizabethtown College
What percentage of students get financial aid at Etown?,Over 90%,5,Over 90% of Etown students receive financial aid,,,,,,,,,,,,,,Over 90% of Elizabethtown College students receive financial aid
Does Etown give out studend aid?,Yes to over over 90% of students,5,,,,,,,,,,,,,,,
Does Etown give out a lot of  studend aid?,Yes to over over 90% of students,5,,,,,,,,,,,,,,,
What kind of job placements are available for students at Etown?,"There are a lot of on campus jobs and more job information is available on the website, https://www.etown.edu/offices/human-resources/careers.aspx",18,Etown offers on-campus jobs to students ,,,,,,,,,,,,,,Elizabethtown College offers on-campus jobs to students 
Is it common for studetns to get jobs before graduation?,"Yes, it is very common check out https://www.etown.edu/offices/human-resources/careers.aspx",22,"There are on campus, student jobs at Etown",,,,,,,,,,,,,,"There are on campus, student jobs at Elizabethtown College"
What is the percentage of students that get jobs before graduation at Etown?,More info is at https://www.etown.edu/admissions/outcomes.aspx,22,,,,,,,,,,,,,,,
Is getting a job before graduation common at Etown?,"Yes it is, check out https://www.etown.edu/admissions/outcomes.aspx",22,,,,,,,,,,,,,,,
How are the professors at Etown?,The professors are very smart and most have worked in industry,10,,,,,,,,,,,,,,,
What is the work life balance at Etown?,"It is easy to balance work, most people take 4 classes a semester ",18,,,,,,,,,,,,,,,
Are there a lot of parties at Etown?,No there are not a lot of parties at etown.,13,,,,,,,,,,,,,,,
Is the school fun?,Yes the school is fun but not a lot of parties,13,,,,,,,,,,,,,,,
Is Etown a hard school?,Yes Etown is challenging but rewarding,9,,,,,,,,,,,,,,,
What is the social life at Etown?,There is not a huge social life but still fun,13,,,,,,,,,,,,,,,
What is the best thing about Elizabethtown College?,The academics and food services ,12,The best food at Etown is the cookies ,,,,,,,,,,,,,,The best food at Elizabethtown College is the cookies 
What is the best food at Elizabethtown College?,The cafeteria cookies are the best,19,Etown has 203 acres,,,,,,,,,,,,,,Elizabethtown College has 203 acres
Is Elizabethtown College safe?,Yes Elizabethtown College is very safe and has campus security,25,,,,,,,,,,,,,,,
How do you get around Elizabethtown College?,It is a small school so walking is very quick and an easy means of transportation,18,,,,,,,,,,,,,,,
Can first years have cars at Elizabethtown College?,Yes they can have cars,18,,,,,,,,,,,,,,,
Can freshman have a car at Elizabethtown College?,Yes but it will cost 100 dollars,18,,,,,,,,,,,,,,,
Can I have a car on campus at Elizabethtown College?,Yes at any year you can have a car on campus,18,,,,,,,,,,,,,,,
How much does it cost to park at Elizabethtown College per year?,100 dollars a year,18,,,,,,,,,,,,,,,
How much does it cost to park at Elizabethtown College per semester?,50 dollars a semester ,18,,,,,,,,,,,,,,,
is laundry free at Elizabethtown College?,it is free to do laundry,18,,,,,,,,,,,,,,,
How much does it cost to do laundry at Elizabethtown College?,it is free to do laundry,18,,,,,,,,,,,,,,,
Where can you do laundry at Elizabethtown College?,You can do laudnry in any of the community dorms,18,,,,,,,,,,,,,,,
What is Elizabethtown Colleges average GPA at Elizabethtown College?,3.5,26,,,,,,,,,,,,,,,
What are the average grade point average at Elizabethtown College?,3.5,26,,,,,,,,,,,,,,,
What is the average GPA?,3.5,26,,,,,,,,,,,,,,,
Does Elizabethtown College accept high school credits?,Yes they do accept high school credits,26,,,,,,,,,,,,,,,
If I have high school credits can they tranfer to Elizabethtown College?,Yes they do transfer high school credits,26,,,,,,,,,,,,,,,
Will my credits transfer to Elizabethtown College?,Yes they will transfer credits,26,,,,,,,,,,,,,,,
Will my high school credits transfer to Elizabethtown College?,Yes they will transfer credits,26,,,,,,,,,,,,,,,
Do I need to declare a major right away?,No you can go as undecided,8,,,,,,,,,,,,,,,
What if I do not know what I want to major in at Elizabethtown College?,You can be undecided at Elizabethtown College,8,,,,,,,,,,,,,,,
Is there a lot of group work in classes?,Yes there is a lot of group work,15,,,,,,,,,,,,,,,
Is all the classes run without group work?,Yes there is a lot of group work,15,,,,,,,,,,,,,,,
Will their be group work in my classes?,Yes there is a lot of group work,15,,,,,,,,,,,,,,,
What are the primary teaching methods?,There is a lot of lectures and group work,10,,,,,,,,,,,,,,,
What are the teaching methods at Elizabethtown College?,There is a lot of lectures and group work,9,,,,,,,,,,,,,,,
Is their greek life at Elizabethtown College?,No greek life at Elizabethtown College,7,,,,,,,,,,,,,,,
Can I apply early decision or early action at Elizabethtown College?,Yes you can do early action or early decision,26,,,,,,,,,,,,,,,
Does Elizabethtown College have early action or early decision?,Yes you can do early action or early decision,26,,,,,,,,,,,,,,,
Does Etow have early action?,Yes there is early action ,26,,,,,,,,,,,,,,,
does Elizabethtown College have early decision?,Yes there is early decision ,26,,,,,,,,,,,,,,,
What percentage of students get financial aid ,Over 90%,5,,,,,,,,,,,,,,,
What percentage of students get financial aid at Elizabethtown College?,Over 90%,5,,,,,,,,,,,,,,,
Does Elizabethtown College give out studend aid?,Yes to over over 90% of students,5,,,,,,,,,,,,,,,
Does Elizabethtown College give out a lot of  studend aid?,Yes to over over 90% of students,5,,,,,,,,,,,,,,,
What kind of job placements are available for students at Elizabethtown College?,"There are a lot of on campus jobs and more job information is available on the website, https://www.Elizabethtown College.edu/offices/human-resources/careers.aspx",22,,,,,,,,,,,,,,,
Is it common for studetns to get jobs before graduation?,"Yes, it is very common check out https://www.Elizabethtown College.edu/offices/human-resources/careers.aspx",22,,,,,,,,,,,,,,,
What is the percentage of studetns that get jobs before graduation at Elizabethtown College?,More info is at https://www.Elizabethtown College.edu/admissions/outcomes.aspx,22,,,,,,,,,,,,,,,
Is getting a job before graduation common at Elizabethtown College?,"Yes it is, check out https://www.Elizabethtown College.edu/admissions/outcomes.aspx",22,,,,,,,,,,,,,,,
How are the professors at Elizabethtown College?,The professors are very smart and most have worked in industry,10,,,,,,,,,,,,,,,
What is the work life balance at Elizabethtown College?,"It is easy to balance work, most people take 4 classes a semester ",18,,,,,,,,,,,,,,,
Are there a lot of parties at Elizabethtown College?,No there are not a lot of parties at Elizabethtown College.,18,,,,,,,,,,,,,,,
Is the school fun?,Yes the school is fun but not a lot of parties,18,,,,,,,,,,,,,,,
Is Elizabethtown College a hard school?,Yes Elizabethtown College is challenging but rewarding,9,,,,,,,,,,,,,,,
What is the social life at Elizabethtown College?,There is not a huge social life but still fun,18,,,,,,,,,,,,,,,
What is the student populatin?,1688 undergrads,6,,,,,,,,,,,,,,,
Does Elizabethtown College have a mascot,The bluejays,4,,,,,,,,,,,,,,,
What is the avergae financial aid given for students at Etown?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,,,,,,,,,,,,,,,
How much financial aid should I expect at Etown?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,,,,,,,,,,,,,,,
What is the avergae finacnial aid package for students at Etown?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,,,,,,,,,,,,,,,
How much financial aid will I get at Etown?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,Etown offers many scholarships and grants ,,,,,,,,,,,,,,Elizabethtown College offers many scholarships and grants 
What are the scholarships like at Etown,"Yes, For more information on this, check out: https://www.etown.edu/offices/financial-aid/scholarships.aspx",5,There are many scholarships and grants Etown students receive,,,,,,,,,,,,,,There are many scholarships and grants Elizabethtown College students receive
What are the grants like at Etown,"Yes, For more information on this, check out: https://www.etown.edu/offices/financial-aid/scholarships.aspx",5,Etown has blue and white as their school colors,,,,,,,,,,,,,,Elizabethtown College has blue and white as their school colors
Does Etown offer scholarships?,"Yes, For more information on this, check out: https://www.etown.edu/offices/financial-aid/scholarships.aspx",5,Blue and White are Etown's school colors,,,,,,,,,,,,,,Blue and White are Elizabethtown College's school colors
Does Etown offer scholarships?,"Yes, For more information on this, check out: https://www.etown.edu/offices/financial-aid/scholarships.aspx",5,Etown's school colors are blue and white,,,,,,,,,,,,,,Elizabethtown College's school colors are blue and white
What are Etowns school colors?,Blue and White,4,Etown's mascot is a bluejay,,,,,,,,,,,,,,Elizabethtown College's mascot is a bluejay
What colors are Etown?,Blue and White,4,The bluejay is Etown's mascot,,,,,,,,,,,,,,The bluejay is Elizabethtown College's mascot
What are the scholarships and grants at Etown?,"For more information on this, check out: https://www.etown.edu/offices/financial-aid/scholarships.aspx",5,,,,,,,,,,,,,,,
What color is Etown sports teams?,Blue and White,4,,,,,,,,,,,,,,,
What is Etowns mascot?,Bluejay,4,,,,,,,,,,,,,,,
What mascot is Etown?,Bluejay,4,,,,,,,,,,,,,,,
What are the top things to near around Etown?,Here are some activities: https://www.tripadvisor.com/Attractions-g39365-Activities-Elizabethtown_Kentucky.html,13,Etown's alumni network is strong,,,,,,,,,,,,,,Elizabethtown College's alumni network is strong
Is the alumni network at Etown strong?,"For more  information on this, check out: https://www.etownalumni.com/s/154/bp/home.aspx",28,Etown has a strong alumni network,,,,,,,,,,,,,,Elizabethtown College has a strong alumni network
Is the alumni network strong at Etown?,"For more  information on this, check out: https://www.etownalumni.com/s/154/bp/home.aspx",28,,,,,,,,,,,,,,,
What is the avergae financial aid given for students at Elizabethtown College?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,,,,,,,,,,,,,,,
How much finiancial aid should I expect at Elizabethtown College?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,,,,,,,,,,,,,,,
What is the avergae financial aid package for students at Elizabethtown College?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,,,,,,,,,,,,,,,
How much financial aid will I get at Elizabethtown College?,"The average need-based scholarship or grant awarded to first-year students at Elizabethtown College was $20,076",5,,,,,,,,,,,,,,,
What are the scholarships like at Elizabethtown College,"Yes, For more information on this, check out: https://www.Elizabethtown College.edu/offices/financial-aid/scholarships.aspx",5,,,,,,,,,,,,,,,
What are the grants like at Elizabethtown College,"Yes, For more information on this, check out: https://www.Elizabethtown College.edu/offices/financial-aid/scholarships.aspx",5,,,,,,,,,,,,,,,
Does Elizabethtown College offer scholarships?,"Yes, For more information on this, check out: https://www.Elizabethtown College.edu/offices/financial-aid/scholarships.aspx",5,,,,,,,,,,,,,,,
Does Elizabethtown College offer scholarships?,"Yes, For more information on this, check out: https://www.Elizabethtown College.edu/offices/financial-aid/scholarships.aspx",5,,,,,,,,,,,,,,,
What are Elizabethtown Colleges school colors?,Blue and White,4,,,,,,,,,,,,,,,
What colors are Elizabethtown College?,Blue and White,4,,,,,,,,,,,,,,,
What are the scholarships and grants at Elizabethtown College?,"For more information on this, check out: https://www.Elizabethtown College.edu/offices/financial-aid/scholarships.aspx",5,,,,,,,,,,,,,,,
What color is Elizabethtown College sports teams?,Blue and White,4,,,,,,,,,,,,,,,
What is Elizabethtown Colleges mascot?,Bluejay,4,,,,,,,,,,,,,,,
What mascot is Elizabethtown College?,Bluejay,4,,,,,,,,,,,,,,,
What are the top things to near around Elizabethtown College?,Here are some activities: https://www.tripadvisor.com/Attractions-g39365-Activities-Elizabethtown_Kentucky.html,13,,,,,,,,,,,,,,,
Is the alumni network at Elizabethtown College strong?,"For more  information on this, check out: https://www.Elizabethtown Collegealumni.com/s/154/bp/home.aspx",28,,,,,,,,,,,,,,,
Is the alumni network strong at Elizabethtown College?,"For more  information on this, check out: https://www.Elizabethtown Collegealumni.com/s/154/bp/home.aspx",28,,,,,,,,,,,,,,,
Is Elizabethtown College a catholic school?,No it is not a catholic school,1,,,,,,,,,,,,,,,
What is some history of Etown?,Elizabethtown College was chartered in 1899 by members of the Church of the Brethren,1,,,,,,,,,,,,,,,
How many years has Etown been open?,123 years old,1,,,,,,,,,,,,,,,
Is Etown a college or a university?,Elizabethtown College is a college,1,,,,,,,,,,,,,,,
What year was Etown opened?,1899,1,,,,,,,,,,,,,,,
When was Etown officially opened?,1899,1,,,,,,,,,,,,,,,
What is the best thing Etown has to offer?,The academics at Elizabethtown College are excellent,12,,,,,,,,,,,,,,,
What part of Pennsylvania is Etown in?,South Pennsylvania,3,,,,,,,,,,,,,,,
What is some history of Elizabethtown College?,Elizabethtown College was chartered in 1899 by members of the Church of the Brethren,1,,,,,,,,,,,,,,,
How many years has Elizabethtown College been open?,123 years old,1,,,,,,,,,,,,,,,
Is Elizabethtown College a college or a university?,Elizabethtown College is a college,1,,,,,,,,,,,,,,,
What year was Elizabethtown College opened?,1899,1,,,,,,,,,,,,,,,
When was Elizabethtown College officially opened?,1899,1,,,,,,,,,,,,,,,
What is the best thing Elizabethtown College has to offer?,The academics at Elizabethtown College are excellent,12,,,,,,,,,,,,,,,
What part of Pennsylvania is Elizabethtown College in?,South Pennsylvania,3,,,,,,,,,,,,,,,
